website,country,company,description,location
http://www.mailup.com,United States,MailUp,"MailUp is the complete email delivery solution for the SME that's ready to upgrade from mass emailing to more targeted customer engagement -  all without breaking the bank! We also serve the robust Mid-size company that must maintain current email marketing practices within an ever-shrinking budget.MailUp's ""cool"" Pay per Speed pricing model is disrupting the market! Don't pay for the # of recipients or # of messages sent. With a fixed monthly rate based on speed of delivery, send unlimited campaigns! Best yet: at no extra cost, you get unlimited filters, dynamic content, automated triggered messages, SMTP and much more.Over 10 years in the global marketplace and with over 5,000 customers worldwide, MailUp reputes excellent deliverability, and a robust API for ecommerce and CRM integrations like Facebook, Magento, Salesforce and Zapier!Scalable and affordable, it doesn't get any better than MailUp!Come by our booth #834 and see BEE, our new new drag&drop editor to create smartphone and tablet compatible emails and newsletters in under two minutes: it's just a simple matter of drag and drop, and you're done. It's that simple! For info, contact sales@mailup.com.    Brands: MailUp is a email delivery solution to create, send and track email and SMS campaigns. Our platform combines automatic marketing features with SMTP relay and plugins for ecommerce, CRM and CMS.Copyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://www.ad-tech.com/ny/adtech_new_york_exhibitor_detail.aspx?exid=363,United States,Marchex,"Marchex is a mobile advertising analytics company that connects online behavior to real-world, offline actions. Marchex Call Analytics, the leading analytics platform for click-to-call, measures more than 300 million calls annually for brands and agencies worldwide. The platform includes channel-specific solutions, such as  Marchex Call Analytics for Search, the only real-time solution that provides 100% attribution for every phone call from mobile search.   Marchex Call Marketplace is an analytics-enabled mobile advertising network designed to drive new customer calls for advertisers, and to provide high-quality relevant ads to publishers. Copyright 2014, a2z, Inc. All rights reserved.","Seattle, WA"
http://www.ad-tech.com/ny/adtech_new_york_exhibitor_detail.aspx?exid=578,United States,Marin Software,"Marin provides a leading revenue acquisition management platform used by advertisers and agencies to manage more than $5 billion in annualized ad investments. Offering an integrated platform for search, social, display, and mobile marketing, Marin helps advertisers and agencies improve financial performance, save time, and make better decisions. Headquartered in San Francisco, with offices worldwide, Marin's technology powers marketing campaigns in more than 160 countries. For more information about Marin’s products, please visit: http://www.marinsoftware.com/solutions/overview. Copyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://www.pacificnaturals.com,United States,Market Health,"Promote the leading health and beauty offers online.Market Health Affiliate Program allows you to market and promote the world's leading health and beauty offers online. We offer the highest paying affiliate program and best tracking software in our industry.http://www.markethealth.comPacific Naturals is the international leader in contract manufacturing and fulfillment of health and beauty products. Contract manufacturing is the cornerstone of our business, and we have instilled industry best practices to ensure our products are efficient, reliable and represent your brand.http://www.pacificnaturals.com & http://www.pacificnaturals.co.ukCopyright 2014, a2z, Inc. All rights reserved.","Burbank, CA"
http://www.ad-tech.com/ny/adtech_new_york_exhibitor_detail.aspx?exid=602,Canada,Maxbounty,"MaxBounty.com is performance marketing’s most stable and
reputable CPA network, running 10 years strong and counting. Voted
#1 CPA network in the world by both affiliates and advertisers according to
mThink’s industry-wide BlueBlook survey. Advertisers - let us represent your
campaign to our huge pool of vetted clients, including independent affiliates,
agencies and even other ad networks, who come to us for access to the
industry’s latest trending offers.   Mobile Installs – Email
Marketing – Incentive – Pay Per Call – Cost Per Action – Cost Per Lead.
  Trust is the foundation of our success.   Copyright 2014, a2z, Inc. All rights reserved.","Ottawa, ON"
www.mediabong.com,NA,MEDIABONG Inc.,"Copyright 2014, a2z, Inc. All rights reserved.",NA
http://mentad.com/,United States,MentAd,"MentAd is redefining online customer acquisition with its predictive marketing platform. Its clients are already seeing CPAs improved by up to 9x and ROI of up to 15x.In a world with billions of online users - how can consumer companies identify, reach, and acquire their next customers?As opposed to existing solutions that use a “spray and pray” approach to figure out who they should target and how, MentAd’s unique approach replaces the guesswork with real data. By analyzing 1st and 3rd party conversion and customer data, MentAd leverages sophisticated machine learning techniques to identify what uniquely characterizes existing customers, and to find opportunities across different marketing channels to acquire new similar customers. The result is highly profitable campaigns acquiring the right customer via the right channels at the optimal price.MentAd is seeing amazing results; unlocking the true potential of predictive marketing to help B2C companies effectively acquire new customers and grow conversions.Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.mezzobit.com,United States,Mezzobit,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://microsoft.com,United States,Microsoft,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.minimob.com/,United Kingdom,MiniMob,"Learn how you can cross-promote your apps for free!Minimob is a mobile marketing and advertising platform running, among others, performance-based campaigns. It’s developed by InternetQ, a world’s leading technology company with 15 years of experience, offices in 24 cities and operations in 80+ countries.Minimob is a “one-stop” platform for CPI-campaign management that helps advertisers and brands get power-packed performance through 250+ ad networks and access unique private inventory with 400 million users worldwide.Through Minimob publishers and app developers get the best offers in real time and instantly monetize their app, while measuring their campaign’s performance and re-engaging users.Visit www.minimob.com to find out more about the engine behind some of the world’s most successful mobile apps.Minimob: Acquire - MonetizeBrands: Minimob: Acquire Users. Monetize Apps.	Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.mish.guru,United States,Mish Guru,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
www.moo.com,United States,MOO.com,"Copyright 2014, a2z, Inc. All rights reserved.","Providence, RI"
http://www.mundomedia.com,Canada,Mundo Media Ltd.,"MUNDO Media, a performance–based ad network, provides advertisers and publishers world class expertise and the most up-to-date proprietary technology to create ROI-driven solutions.We develop specific revenue generating programs for online marketers, businesses and media agencies. MUNDO Media’s breadth of knowledge includes programming experience from both affiliate and advertiser perspective. We pride ourselves on the complete mastery of all online tools, verticals and metrics so MUNDO clients receive maximum return. MUNDO also provides start-to-finish consultation to achieve the client goals stated from day one—and to push the boundaries of online advertising.Copyright 2014, a2z, Inc. All rights reserved.","Richmond Hill, ON"
NA,Canada,MyKrd Corporation,"MyKrd-LifeStyle is a mobile app that facilitates and rejuvenates self-promotion and enables users to cultivate genuine referral relationships by discovering mutual connections with real people. The app creates different digital cards, adds links to social media and portfolios, website, blogs and customizes the design. Users can share app to app or via email, text and other apps, and discover common connections. We target independent workers, corporate sales professionals and trade show attendees who need to continually self-promote and generate referrals. The company was launched in September 2015 at Canada’s MaRS Discovery District with the endorsement of investor legend Bruce Croxon.Brands: MyKrd is a mobile app that facilitates self-promotion and cultivates genuine referral relationships by discovering mutual connections with real people.Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://nationalmerchants.com,United States,National Merchants Association,"Today’s consumer enjoys both the convenience and security of buying with a credit card, particularly when it comes to online purchases. Yet, as a merchant, accepting credit cards can be quite costly if you are not aware of the potentially numerous charges you can incur by merchant service providers. If you are a small-to-mid-sized business owner frustrated by the unnecessary fees involved with credit card processing, then allow the experts at National Merchants Association (NMA) to Work For You®.NMA’s ProAgent Partner Program provides comprehensive programs and revenue generating initiatives uniquely designed to help our agents maximize their earning potential and successfully build a profitable merchant portfolio. It's That Simple! Specializing in high risk merchant account, National Merchants Association knows how to push through deals and merchants that others won't even accept. Ask about Trial/Continuity, Nutra, Skin Care, MLM, and Travel!Copyright 2014, a2z, Inc. All rights reserved.","Temecula, CA"
http://www.needle.com,United States,Needle,"Needle is a marketing platform that harnesses the power of your external advcoates to deliver high-quality traffic, net new sales, and better online experiences.Copyright 2014, a2z, Inc. All rights reserved.","Bluffdale, UT"
http://www.neosofttech.com,India,NeoSOFT Technologies,"The Proven, Trusted & Reliable Outsourcing PartnerNeoSOFT Technologies is a 18 year old CMMi Level 3 Company with a team of 650 Developers working out of its Mumbai and Pune (India) based development centers. Other Certifications: ISO 9001/ 27001 / 20000-1Setup a Meeting with our Team and get a 10% discount on all our services at the Event. Email: nishant@neosofttech.comCopyright 2014, a2z, Inc. All rights reserved.","Mumbai, MH"
http://www.nolabel.pl,Poland,NOLABEL,"Nolabel is Poland based premiere visual and experiential production company. Since inception we have been providing cutting edge visual effects, computer graphics and post production for commercials, feature films and animated content. We also specializes in experience design and installations and through our subsidiary, New Amsterdam have worked on over 20 projects in the field of preservation of museums and heritage structures, creation of multimedia exhibitions and sound & light shows. We create immersive experiences using skillful storytelling and immersive interfaces like wraparound walls, projection mapped structures, touch tables, interactive exhibits, holographic displays, augmented reality narratives, mobile apps and virtual reality.We have won various prestigious awards at film and animation festivals around the world like: Best Animated Film at Raindance Film Festival, London; Best Film at Lucana Film Festival, Italy; Official Selection at Annecy, France; Official Selection at International Film Festival, Rotterdam; Grand Prix at Animator International Animated Film Festival, Poland; Best Production Design at St. Petersburg International Festival, Russia; Best Animation, Brooklyn International Film Festival, United States and many more.We are based in Krakow, a beautiful city in the Malopolska province of south Poland. The city is a brilliant place for filmmaking, technology innovation and tourism.Brands: Nolabel is Poland based premiere visual and experiential production company, providing cutting edge visual effects & computer graphics.Copyright 2014, a2z, Inc. All rights reserved.","Krakow, Malopolska"
www.awareads.com,Canada,Oasis Ads Media,"Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://www.ontarioexports.com,Canada,"Ontario, Canada Delegation","The Government of Ontario is leading the Canadian presence at ad:tech with eight innovative companies. Ontario is Canada's economic powerhouse with close to 20,000 tech companies and thousands specialized in digital media offering technologies and services to the advertising sector. You are invited you to meet us at booth #927 and to attend the following activities:- Ontario Business Reception on Wednesday, Nov. 4 (3:00 pm - 4:30 pm) @ ad:tech booth #927- Ontario Canada innovations seminar on Thursday, Nov. 5 (11:30 am - 12:00 noon) @ adtech NEXTStage- Digital Media Summit on Thursday, May 5, 2016 (8:45 pm - 7:15 pm) & Sheraton Centre, Toronto, CanadaCopyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://www.optimatic.com/,United States,Optimatic Media,"Optimatic Media, Inc. is the fastest growing leader in the video advertising space.  World-class publishers utilize Optimatic’s Real Time Bidding (RTB) and Programmatic platform to optimize and monetize their video advertising inventory (web and mobile).  Optimatic leverages a myriad of demand partners to ensure the highest amount of REVENUE for our publishers. Optimatic offers a fully managed solution to publishers (Optimatic manages the ad networks, yield optimization, reporting, accounts receivables, and the serving of direct sold campaigns).  Optimatic is headquartered in New York City.Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.optimine.com,United States,OptiMine,"OptiMine is the leader in cloud-based, agile marketing measurement and optimization software. It uniquely combines top-down, cross-channel views with bottoms-up actionability across your entire marketing mix – from offline to online, across devices. Following rapid implementation in just weeks, OptiMine delivers persistent, ongoing insights so you can continually hone your marketing investments in a rapidly-shifting market for maximum ROI. Learn more at optimine.comCopyright 2014, a2z, Inc. All rights reserved.","Minneapolis, MN"
https://www.oracle.com/marketingcloud/index.html,Canada,Oracle Marketing Cloud,"Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://www.outleads.com,United States,Outleads,"Outleads, a Microsoft Ventures accelerator company, enables advertisers to advertise online based on offline activity. Our patented technology matches data from CRMs, phone, marketing automation, e-mail marketing, and similar software to the ad network's identifiers or cookies so advertisers can leverage it in online advertising. For example, advertisers can target through Google AdWords leads that were sent an e-mail campaign in HubSpot and opened but didn't click it; leads with a certain persona, etc.Outleads pushes data into advertising platforms such as Google AdWords. The ad buyer uses the data to target online advertising; to an ad buyer, the data looks identical to web activity, and can be leveraged in the same way. For example, a buyer can create an audience based on e-mail activity data from HubSpot, and assign this audience to a campaign with higher bids and/or a specific ad creative. The data can also be combined with data from other systems, as well as web activity data. For instance, a buyer may create an audience based on e-mail activity from HubSpot, opportunities in Salesforce, and web visits from the past 30 days.Outleads' patented technology is the first and only to match offsite and offline data directly to ad network cookies or identifiers, integrating with AdWords and ensuring a matching rate of 100% (compared to the industry standard of 20-30%). We communicate information in real-time and automatically, eliminating many of the manual processes associated with traditional data onboarding (like Liveramp, Acxiom, BlueKai, and DataLogix) and delivering significantly greater flexibility.Retargeting with online advertising is proven to be hugely effective with e- commerce, but non-e-commerce companies that advertise online (more than 50% of online ad dollars) can't utilize it as readily because most of their leads' activity isn't web activity - it's activity in systems like Salesforce, HubSpot, Marketo, and Five9. Outleads enables those brands to run retargeting with the same ease, swiftness and power of a purely online operation.Advertisers that use e-mail marketing don't take all of that data - such as marketing lists, e-mail sends, delivers and opens - into account in online ad retargeting. Outleads makes that information available in AdWords so that it gets factored into the online ad buying process.Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.pacnetservices.com,Canada,PacNet Services Ltd.,"PacNet is your one-stop global payment processing solution.PacNet offers cutting edge payment processing services to merchants everywhere. Our clients enjoy access to a range of global services, including local-currency Visa, MasterCard and UnionPay merchant accounts, credit and debit card processing, direct debit, local electronic payments, foreign check deposits, and multi-currency payouts. Enjoy easy setup, competitive rates, and rapid settlement to whichever bank account you use today.Brands: Our secure client account portal, RAVEN Online, allows you 24/7 access to detailed payment information and concise, easy to read account summaries no matter where in the world you may be.Copyright 2014, a2z, Inc. All rights reserved.","Vancouver, BC"
http://www.payability.com,United States,Payability,"We accelerate publisher payments across a variety of ad networks, affiliate networks and app stores. Sign up couldn’t be simpler: connect Payability to your accounts, choose payment cadence, and start receiving payments directly to your bank account as early as tomorrow.Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.ad-tech.com/ny/adtech_new_york_exhibitor_detail.aspx?exid=1473,United States,"Peachtree Data, Inc","Since 1994, Peachtree Data has grown to become a leader in the data processing sector of the direct marketing industry. We specialize in mailing list cleaning and appending. Our services include: NCOALink™, PCOA, LACS, DSF2™,, AEC, Deceased Coding, Merge/Purge, Postal Presort, Telephone Appending, Demographic Appending, Email Appending, and much more.Copyright 2014, a2z, Inc. All rights reserved.","Duluth, GA"
http://www.pinpointintel.com,United States,"Pinpoint Intelligence, LLC","Pinpoint Intelligence offers a unique holistic approach to risk reduction and sales processing, integrating with the platforms you are already using! Our Complete Pay System is designed to reduce risks before the sale is ever processed- unlike similar products this system is designed to reduce the amount of sales erroneously declined for fraud while still reducing the legitimate fraud. Our Pre Chargeback Alerts are here to reduce your chargback ratios and our fully trained teams work on your Chargeback Representation to assess each case individually and prepare the best disputes available. In addition, we also offer  one-stop location to review and assess all of your accounts at once with multiple reports at your fingertips.  Copyright 2014, a2z, Inc. All rights reserved.","Miam Beach, FL"
http://www.plymedia.com/,Israel,Plymedia," 

PLYmediaMaximize performance of Internet advertising PLYmedia has created the world’s leading performance ecosystem - PLYexchange.PLYmedia provide ad networks advertising platform to monetize their mobile, video, and display supply and demand.PLYexchange enables ad networks to access and share high-value supply and demand - creating an entire collaborative performance advertising ecosystem. Performance ad-networks leverage each other’s strengths – synergizing supply and demand to maximize revenue and results.Adk2 Ideal for ad networks with ongoing supply and demand. Fully-customizable white label ad exchange platform. Enables ad networks to create their own branded ecosystem, with a wide range of pricing models. Suites for video, display and mobile.Brands: PLYmedia is a next-generation ad-tech company dedicated to developing the world’s leading performance-based ad exchange for ad networks.Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.positivemobile.com,Israel,Positive Mobile,"Positive Mobile is a media and technology company, working for more than 7 years as a leading mobile dedicated company,being one of the first companies serving video ads on mobile.WE EXPEND PREMIUM MOBILE VIDEO SUPPLYWe help brands to reach premium publishers on massive scale, and enable publishers to run video with no integration.WE SIMPLIFY THE COMPLEXITY OF MOBILE VIDEO ADVERTISINGAdvertisers can ensure high viewability and transparency with brand safe media. Publishers can benefit from much higher eCPMs with native mobile video monetization solution.OUR THECNOLGYThe RapidV™ video advertising platform simplifies the complexity of real-time Data tracking. You can make quicker and smartertargeting decisions to maximize brand value and leverage publisher assets.Positive Mobile also holds ""Positive Mobile Apps"", a leading mobile apps distribution division that specializes in delivering qualityinstalls and burst campaigns globally. Copyright 2014, a2z, Inc. All rights reserved.",NA
www.powerboxcrm.com,United States,Powerbox CRM,"Copyright 2014, a2z, Inc. All rights reserved.","Atlanta, GA"
http://www.pressboardmedia.com,Canada,Pressboard,"We are Pressboard, we believe that stories are better than ads. Our story marketplace powers content marketing partnerships between brands and publishers.

Brands can find the right publisher, online magazine or blog to work with, easily create custom content and have thousands of people reading the stories, all through our marketplace.Copyright 2014, a2z, Inc. All rights reserved.","North Vancouver, BC"
http://www.psiphon.ca,Canada,Psiphon Inc.,"Psiphon supports over 15 million users connecting into our CORE network with Psiphon apps. We have expertise in creating, distributing and managing multiple applications (Mobile apps, apps built on Psiphon's API, Windows) over a geographically dispersed user base. Our current customers are some of the world’s most important content providers: BBC, Deustche Welle and the Broadcasting Board of Governors (Voice of America, Radio Free Europe, etc.). Psiphon's flexible network and diverse base of young, socially-engaged users offer advertisers a unique opportunity to test and run premium international campaigns.  Visit us at the Ontario, Canada Booth #927.Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://pubnative.net/,Germany,PubNative,"PubNative is a mobile publisher platform fully focused on native advertising for apps and mobile web. Being API-based, it does not require the integration of an SDK. PubNative’s eCPM maximization algorithm optimizes yield for publishers through machine learning patterns and predictive behavior analysis. The platform’s programmatic exchange gives publishers access to more than 400 demand partners worldwide. The platform additionally offers publishers numerous ad delivery and targeting features as well as extensive inventory management tools. Its publisher-first approach focuses on the specific needs of each publisher across all verticals to create non-intrusive and highly performing innovative ad integrations. The company is headquartered in Berlin with offices in San Francisco, Seoul and Beijing.Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.quadranet.com,United States,QuadraNet,"QuadraNet is a full-service data center offering colocation suites, racks, dedicated servers, management, cloud and much more. One of the largest providers in Los Angeles now available in Dallas, Miami and Atlanta.Brands: QuadraNet is a full-service data center offering colocation suites, racks, dedicated servers, management, cloud and much more.Copyright 2014, a2z, Inc. All rights reserved.","Los Angeles, CA"
http://www.reachengine.com,United States,Reach Engine by Levels Beyond,"Levels Beyond Inc. is the company behind Reach Engine, a media inventory software platform. Reach Engine transforms passive digital content libraries into active inventory for global businesses, including media and entertainment, publishing, advertising, and sports.  Their diverse client list includes BBC, The New York Times, TBWA Worldwide, The Mill UK, Red Bull Media, the Philadelphia Eagles and Manchester United.  Managing both short and long-form content for owners and rights holders, Reach Engine makes assets easy to find and accessible whenever, wherever. Reach Engine manages petabytes of digital media every day. Founded in 2000, Levels Beyond is privately held and headquartered in Denver, Colorado, with offices in London and New York City. This year, the company was selected as one of the 50 most successful 'Companies to Watch' in Colorado.Brands: Reach EngineCopyright 2014, a2z, Inc. All rights reserved.","Denver, CO"
http://www.redirect.com,United States,Redirect.com,"Copyright 2014, a2z, Inc. All rights reserved.","Westminster, CO"
http://rezf.co/,Germany,Resolution Foundry,"Resolution Foundry is Image Intelligence. More than 2B images are shared each day. The reality is that 80% of those shares immediately disconnect from the brand... making it impossible for consumers to act upon the interest you've generated, to purchase or recommend. Our platform enables brands to recapture the value of those visual assets, to understand, control and maximize the effectiveness of those investments. To become effective at harnessing the power of todays social web. Resolution Foundry has solved one emmense problem... to scale the acquisition and cataloging of images from across the web. Today, we compile and reconnect the sharing string of more 100B images per month, 10X the number other platforms can manage in total. Because of this, we are the only solution to provide a complete and actionable analysis of yours, or your competitors visual marketing efforts.96% of marketers are seeking answers to these questions: Where are consumers discovering my products, who is interacting with my images in the social sphere, who are our biggest influencers, and how do I relink our brand to our images? Resolution Foundry provides answers to these questions and more! Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.revtop.com,United States,revtop,"RevTop is a modern advertising network designed to create worldwide connections between advertisers and publishers. We provide a high-tech solution allowing both parties to build reliable and beneficial relations that contribute to higher profit and increased revenues. Our dynamic advertising platform enables a simple, fast and smart workflow, both for online publishers and for marketers.We power the latest innovative solutions that go beyond the usual standards to meet the great demands of the advertising business on the Internet. What's more, we provide the top-notch tools that improve ad performance and ensure high revenues.Top advertisers, brands and companies, along with a number of publishers and media buyers, have already considered RevTop to be a great and affordable solution for running profitable campaigns.Everyone who starts using it can be sure to deal with a safe ad ecosystem of carefully selected websites and qualified advertisers. Having 8 years of experience, we know exactly how to provide our customers with the strategies and solutions that work best for them. Our dedicated team of managers is at hand to help our customers to reach their goals.RevTop is an advertising network solution that helps advertisers get the most from their ads, and publishers to profit as much as possible from the content they post. Try it yourself today and be sure to make more money!Copyright 2014, a2z, Inc. All rights reserved.","Santa Monica, CA"
http://www.riskiq.com,United States,RiskIQ," RiskIQ is a leading provider of enterprise security solutions beyond the firewall. The company’s proprietary technology intelligently interacts with websites and mobile applications, modeling user behavior to detect anomalies, policy violations and previously undetected threats. Armed with a purpose-built, worldwide proxy network that spans the globe, the company scans millions of web pages and mobile applications to provide enterprises with visibility and control beyond their corporate borders. As active participants of the Online Trust Alliance (OTA) and the Cloud Security Alliance (CSA), RiskIQ is at the forefront of defining security for emerging digital ecosystems. RiskIQ is headquartered in San Francisco and is backed by growth equity firm Summit Partners. To learn more about RiskIQ, visit www.riskiq.com.Copyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://www.salesandorders.com/,United States,Sales and Orders,"Sales and Orders Ads, beyond feed management.mso-bidi-font-family:Times"">Built and supported by a specialized team of E-Commerce experts, Sales & Orders is the only Enterprise Level software platform dedicated 100% to managing and optimizing Google Shopping campaigns. Sales & Orders is capable of supporting E-Commerce businesses ranging from small boutique shops to big brand name retailers by streamlining the process of creating and implementing Google Shopping campaigns with ease. Going beyond Return on Ad Spend or Return on Investment, the software puts the necessary tools and data in front of merchants and advertisers allowing them to understand their campaigns in the most refined manner and displays to them what matters most; Profit & Loss for each and every product in a campaign. This single platform removes all the exhausted efforts and time consuming tasks of setting up campaigns by communicating directly with the core Google services giving store owners and marketers a simple Google Shopping experience that helps drive profitable revenue and continued financial growth. E-Commerce success is only a few clicks away with Sales & Orders, Management Software for Google Shopping.   Copyright 2014, a2z, Inc. All rights reserved.","Hicksville, NY"
http://www.samplits.com,Canada,Samplits Inc.,"Samplits platform integrates with digital media, providing CPGs, and their agencies, a cost-effective, highly targeted way to engage with consumers, gather real time consumer profile data while delivering a brand sample directly to their home.Working with Brands and Agencies Nestle, Colgate Palmolive, L’Oreal, Kimberly Clark Corp. Unilever, Maxus, Mindshare, Geometry Global, Group M.Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://www.scientiamobile.com,United States,ScientiaMobile,"ScientiaMobile provides the advertising industry with device detection solutions that enable: ScientiaMobile provides the industry’s most accurate and flexible device detection solution, helping customers deliver great web experiences and manage the increasingly fragmented mobile device ecosystem. ScientiaMobile sells WURFL, a constantly-updated repository that catalogues thousands of devices and their capabilities and provides access to them via range of API languages. WURFL enables leading mobile advertisers to effectively design and deliver mobile ad products for an ever-growing range of smartphones, tablets, smart TVs and game consoles. Brands: WURFL InFuze Device DetectionCopyright 2014, a2z, Inc. All rights reserved.","Reston, VA"
http://www.searchtelligence.com,United States,searchtelligence,"searchtelligence is an enterprise solution that hybrids software automation and human
analysis to identify, categorize, and monitor the content ranking for your brand in the search engines.Brands: searchtelligence is an enterprise solution that hybrids software automation and human
analysis to identify, categorize, and monitor the content ranking for your brand in the search engines.Copyright 2014, a2z, Inc. All rights reserved.","Whitesboro, NY"
http://www.zirobase.com,United States,Second Layer,"Introducing ZiroBase, powered by Second Layer. If you’re a smaller publisher or blogger competing for ad dollars, ZiroBase lets ​advertisers​ compete for your space. You can now dynamically leverage the hidden real estate available on your site during each user experience, as they scroll.
What is ZiroBase?
With just a line of code, ZiroBase automatically finds ad real estate on your site as your users scroll. It then fills the real-time inventory with relevant advertising, ​affiliate offers,​ or complimentary editorial​, based on the data science of the page’s content​ and what we know about your reader.
ZiroBase ad units serve flawlessly on any site, any device, and every browser. You have full visibility ​and control of the position and concentration of ads, ​and it self-optimizes for revenue performance automatically.
What does ZiroBase do?
Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.secretmedia.com,United States,Secret Media,"Secret Media, launched in 2014, is a New York based advertising technology company. We solve adblocking by providing publishers and advertisers with a way to reach adblock users in a respectful way. Our technology allows us to serve video to ad block users, thereby monetizing valuable ad blocked inventory and creating a new value exchange between digital publishers and internet users. Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.semcasting.com,United States,Semcasting,"Semcasting is an innovator in Data and Audience Targeting solutions for consumer and business marketers seeking to reach qualified prospects when, and where, they are ready to transact. Our Smart Zones Targeting platform effectively links the mailbox with the modem, providing advertisers with near 100% reach, advanced levels of data accuracy, and comprehensive and compliant privacy for real-time bidding, display and video advertising environments. Semcasting uses big data methodologies and our patented genetic modeling platform to automatically integrate demographic, firmographic, socio-economic, behavioral, and transaction data to define highly qualified audiences across multiple channels.Copyright 2014, a2z, Inc. All rights reserved.","North Andover, MA"
www.semrush.com,United States,SEMrush,"Copyright 2014, a2z, Inc. All rights reserved.","Trevose, PA"
https://www.shopbeam.com,United States,Shopbeam,"SHOPBEAM unleashes a powerful new sales channel for advertisers and publishers. SHOPBEAM's AdShops platform delivers tools for advertisers and digital media companies to launch shoppable advertisements by placing products for purchase directly from targeted banner and native Ads anywhere across the web. Readers remain on the publisher's site through checkout from SHOPBEAM's Universal Shopping Bag.Brands: Shopbeam AdShopsCopyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.ad-tech.com/ny/adtech_new_york_exhibitor_detail.aspx?exid=570,United States,"Silverpop, an IBM Company","Stop by booth 2647 for you chance to win an iPad Mini!Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social. Its customers achieve superior Return on Relationship by uniquely engaging each individual based on their behaviors and then automating personalized experiences that increase revenue, improve ROI, and deepen brand loyalty. Silverpop’s commitment is to offer a platform that is complete, not complex—so that marketers from any size organization can easily achieve digital marketing success. The company offers a world-class services team, 24/7 customer support and a network of partners to ensure that every client gets the right mix of solutions for their specific digital marketing needs. Silverpop is trusted by more than 5,000 brands around the globe.  Visit us at silverpop.com.  Copyright 2014, a2z, Inc. All rights reserved.","Atlanta, GA"
http://www.goskipstone.com,United States,"Skipstone, LLC","Play Your Video, Ask Your Question and Get Your Answer! Skipstone is an interactive video platform that enables efficient and collaborative investigation of goods and services.Skipstone empowers both consumers and retailers to reach higher by creating a paradigm shift in brand storytelling through a groundbreaking video technology that empowers consumers to ask, engage, and understand like never before.With Skipstone, you will be able to produce captivating content, measure brand engagement and gain insight on product/brand performance.We are on a mission to change how people engage and produce product videos. Learn more about the Skipstone revolution at goskipstone.com!  Copyright 2014, a2z, Inc. All rights reserved.","Ann Arbor, MI"
http://www.skoollive.com,United States,SkoolLive,"SkoolLive currently offers national brands and small market local companies the nations largest direct access to school campuses all over the United States. Our interactive digital kiosks allow for a way to engage and interact with students, parents and facutly within your community. You will be able to receive maximum exposure for your business, far exceeding the level of reach, a banner on a sports field or a logo on a scoreboard could ever attain. Our interactive digital kiosks allow you to implement Call-To-Action initiatives into your marketing campaigns. Our on-campus digital kiosks provide more value for your business than you will get from any other traditional forms of media. 

One of the reasons businesses chose to advertise through SkoolLive is because we give back to the schools we work with. All the revenue we generate from media placements and sponsorships is shared with the schools that ran those placements.Copyright 2014, a2z, Inc. All rights reserved.","Vista, CA"
http://skyhookwireless.com/,United States,Skyhook Wireless Inc.,"Skyhook Wireless is a worldwide leader in location. Skyhook created and operates the most advanced global first party mobile location network that provides the fastest, most accurate and battery-friendly location results to the mobile world. Today, Skyhook regularly powers tens of billions of location requests and location based context requests around the world for devices, apps, publishers, ad-tech, wearables, media, mobile device management, digital rights management, device recovery and more. Skyhook Wireless is a wholly owned subsidiary of TruePosition, Inc., which is a wholly owned subsidiary of Liberty Broadband Corporation. To learn more about Skyhook, please visit www.skyhookwireless.com.Copyright 2014, a2z, Inc. All rights reserved.","Boston, MA"
